shipment_id,order_id,carrier,tracking_number,current_status,status_details,last_updated
SHIP10081,ORD8653,DHL,5243327444477,Delivered,Delivered to front porch.,2025-01-28 15:26:40.256285
SHIP10082,ORD8654,UPS,1039938553332,Delayed,Weather event in transit region,2025-01-28 06:11:43.393401
SHIP10083,ORD8655,FedEx,0022952692683,Delayed,Logistics issue at sorting hub,2025-02-03 07:23:07.549969
SHIP10084,ORD8657,USPS,1958570376225,Delivered,Delivered to front porch.,2025-01-24 14:07:08.955593
SHIP10085,ORD8658,DHL,9270381414531,Delivered,Delivered to front porch.,2025-01-21 22:30:30.319928
SHIP10086,ORD8659,DHL,9414240399564,Delivered,Delivered to front porch.,2025-01-25 23:02:44.849144
SHIP10087,ORD8660,USPS,4237806057143,Delivered,Delivered to front porch.,2025-01-22 13:57:00.083189
SHIP10088,ORD8661,DHL,7054629971350,Delivered,Delivered to front porch.,2025-01-24 08:26:40.797419
SHIP10089,ORD8662,USPS,1536892962144,Delivered,Delivered to front porch.,2025-01-27 12:28:28.691449
SHIP10090,ORD8663,USPS,5619682514498,Delivered,Delivered to front porch.,2025-01-31 12:50:15.359652
SHIP10091,ORD8664,USPS,4566801193564,Delivered,Delivered to front porch.,2025-01-30 10:15:32.188890
SHIP10092,ORD8665,UPS,3199925623849,Delayed,Vehicle breakdown,2025-02-02 09:27:47.421649
SHIP10093,ORD8666,UPS,0034750737169,Delivered,Delivered to front porch.,2025-01-28 21:44:41.894359
SHIP10094,ORD8667,FedEx,7047528550313,Delivered,Delivered to front porch.,2025-01-28 06:08:31.896601
SHIP10095,ORD8668,USPS,1395922546804,Delivered,Delivered to front porch.,2025-01-28 17:27:40.733521
SHIP10096,ORD8669,UPS,3466838961802,Delivered,Delivered to front porch.,2025-01-25 15:40:40.928773
SHIP10097,ORD8670,DHL,6355091522134,Delayed,Logistics issue at sorting hub,2025-02-08 06:10:15.899615
SHIP10098,ORD8671,UPS,1783441249120,Delivered,Delivered to front porch.,2025-01-27 09:07:16.247821
SHIP10099,ORD8672,UPS,7355941717030,Delivered,Delivered to front porch.,2025-01-26 21:10:10.184165
SHIP10100,ORD8673,DHL,3790555269645,Delivered,Delivered to front porch.,2025-01-23 03:52:06.786237
SHIP10101,ORD8674,DHL,7009351381960,Delivered,Delivered to front porch.,2025-01-29 11:24:30.679562
SHIP10102,ORD8675,DHL,5144689336809,Delayed,Logistics issue at sorting hub,2025-01-27 19:49:50.339371
SHIP10103,ORD8676,USPS,8456052704083,Delivered,Delivered to front porch.,2025-01-27 22:52:46.485010
SHIP10104,ORD8678,FedEx,4502198119664,Delivered,Delivered to front porch.,2025-01-24 10:59:21.765987
SHIP10105,ORD8679,UPS,2231011376909,Delayed,Vehicle breakdown,2025-02-02 00:21:37.706082
SHIP10106,ORD8680,DHL,5945928171447,Delivered,Delivered to front porch.,2025-01-29 01:21:49.206503
SHIP10107,ORD8681,FedEx,3774642476437,Delivered,Delivered to front porch.,2025-01-28 09:49:55.980781
SHIP10108,ORD8682,DHL,1867317292851,Delayed,Weather event in transit region,2025-02-01 18:27:41.542099
SHIP10109,ORD8683,DHL,7599723435037,Delivered,Delivered to front porch.,2025-01-29 17:26:38.643080
SHIP10110,ORD8684,UPS,6095338574082,Delivered,Delivered to front porch.,2025-01-25 09:36:26.674320
SHIP10111,ORD8685,FedEx,7593501141295,Delivered,Delivered to front porch.,2025-01-27 19:49:34.334672
SHIP10112,ORD8686,FedEx,9203664475233,Delivered,Delivered to front porch.,2025-01-26 15:12:03.006359
SHIP10113,ORD8687,UPS,4389959320169,Delivered,Delivered to front porch.,2025-01-30 07:56:11.350209
SHIP10114,ORD8688,USPS,1196547968350,Delayed,Vehicle breakdown,2025-02-03 09:37:45.557453
SHIP10115,ORD8689,FedEx,0212968579577,Delivered,Delivered to front porch.,2025-01-28 04:22:20.015846
SHIP10116,ORD8690,FedEx,3810309163538,Delayed,Vehicle breakdown,2025-01-31 11:29:02.319404
SHIP10117,ORD8691,FedEx,0104362961082,Delivered,Delivered to front porch.,2025-01-28 01:38:24.641343
SHIP10118,ORD8692,DHL,3857934648047,Delivered,Delivered to front porch.,2025-01-24 02:16:34.262293
SHIP10119,ORD8693,USPS,7317759450097,Delayed,Weather event in transit region,2025-02-02 08:47:06.004473
SHIP10120,ORD8694,DHL,8656442795558,Delivered,Delivered to front porch.,2025-01-27 06:25:32.500692
SHIP10121,ORD8695,FedEx,6148375233808,Delivered,Delivered to front porch.,2025-01-25 15:47:12.736768
SHIP10122,ORD8696,FedEx,9856453625991,Delivered,Delivered to front porch.,2025-01-28 08:40:15.332245
SHIP10123,ORD8697,UPS,9384175896417,Delivered,Delivered to front porch.,2025-01-31 02:01:16.436678
SHIP10124,ORD8699,FedEx,7803520866971,Lost,Package missing after last scan. Investigation opened.,2025-01-25 08:14:24.779953
SHIP10125,ORD8700,DHL,5400310320280,Delayed,Weather event in transit region,2025-02-07 10:43:45.026202
SHIP10126,ORD8702,DHL,7832223573206,Delivered,Delivered to front porch.,2025-01-28 19:07:31.644930
SHIP10127,ORD8703,UPS,6756604453479,Delivered,Delivered to front porch.,2025-01-26 22:26:02.753361
SHIP10128,ORD8704,FedEx,5807656157493,Delivered,Delivered to front porch.,2025-01-25 17:11:58.789584
SHIP10129,ORD8705,DHL,6615154326957,Delayed,Vehicle breakdown,2025-01-31 15:09:23.488124
SHIP10130,ORD8706,UPS,3423661237603,Delivered,Delivered to front porch.,2025-01-30 07:19:54.340697
SHIP10131,ORD8707,FedEx,6623123498383,Delivered,Delivered to front porch.,2025-02-01 01:11:31.936798
SHIP10132,ORD8708,USPS,3434429706316,Delivered,Delivered to front porch.,2025-01-31 18:42:49.337465
SHIP10133,ORD8710,UPS,8981650242373,Lost,Package missing after last scan. Investigation opened.,2025-01-25 15:52:25.070932
SHIP10134,ORD8711,DHL,9266602385735,Delivered,Delivered to front porch.,2025-01-31 17:10:14.424611
SHIP10135,ORD8712,FedEx,9390772726439,Delivered,Delivered to front porch.,2025-01-27 10:39:13.498232
SHIP10136,ORD8713,FedEx,8618930353343,Lost,Package missing after last scan. Investigation opened.,2025-01-25 00:48:52.380115
SHIP10137,ORD8714,USPS,7912014451781,Delayed,Weather event in transit region,2025-02-01 02:52:33.584624
SHIP10138,ORD8717,DHL,3248276855468,Delivered,Delivered to front porch.,2025-01-27 12:24:32.840095
SHIP10139,ORD8719,USPS,5060872227306,Delivered,Delivered to front porch.,2025-01-28 22:32:11.724989
SHIP10140,ORD8720,DHL,9912373044981,Delayed,Vehicle breakdown,2025-02-04 07:11:36.663549
SHIP10141,ORD8721,UPS,5173051052832,Delivered,Delivered to front porch.,2025-01-31 09:10:00.718073
SHIP10142,ORD8722,USPS,6538781028820,Delivered,Delivered to front porch.,2025-01-30 22:48:34.127952
SHIP10143,ORD8724,DHL,8993509406164,Delivered,Delivered to front porch.,2025-01-26 05:33:48.606342
SHIP10144,ORD8725,UPS,0957253652909,Delivered,Delivered to front porch.,2025-01-31 03:32:18.313208
SHIP10145,ORD8726,USPS,4818185704257,Delivered,Delivered to front porch.,2025-01-29 02:37:24.605733
SHIP10146,ORD8727,USPS,9547978337635,Delivered,Delivered to front porch.,2025-01-25 02:30:18.167386
SHIP10147,ORD8728,UPS,6896077842483,Delivered,Delivered to front porch.,2025-01-31 12:31:29.594549
SHIP10148,ORD8729,FedEx,4559342610003,Delivered,Delivered to front porch.,2025-01-27 02:03:09.146416
SHIP10149,ORD8730,UPS,5621072531565,Delayed,Vehicle breakdown,2025-02-07 10:50:16.659870
SHIP10150,ORD8731,UPS,7494011131205,Delivered,Delivered to front porch.,2025-01-28 22:47:00.371958
SHIP10151,ORD8732,UPS,5467630711112,Delivered,Delivered to front porch.,2025-01-28 03:45:52.286554
SHIP10152,ORD8733,FedEx,9553177387005,Delivered,Delivered to front porch.,2025-01-29 04:10:44.413383
SHIP10153,ORD8734,UPS,4548098834108,Delivered,Delivered to front porch.,2025-02-01 15:36:07.368384
SHIP10154,ORD8736,UPS,9901663570668,Delivered,Delivered to front porch.,2025-01-31 18:02:42.767057
SHIP10155,ORD8737,USPS,0592935954478,Delivered,Delivered to front porch.,2025-01-30 07:49:44.583900
SHIP10156,ORD8738,UPS,9151629986761,Delayed,Logistics issue at sorting hub,2025-01-29 10:00:35.947349
SHIP10157,ORD8739,FedEx,3241614598188,Delivered,Delivered to front porch.,2025-01-30 00:26:27.373495
SHIP10158,ORD8740,DHL,1008687328638,Delayed,Weather event in transit region,2025-02-04 11:10:21.381349
SHIP10159,ORD8741,FedEx,8449081767419,Delivered,Delivered to front porch.,2025-01-30 04:12:57.908196
SHIP10160,ORD8742,DHL,5606048349993,Delivered,Delivered to front porch.,2025-02-03 01:20:22.892974
SHIP10161,ORD8743,DHL,2642922785375,Delivered,Delivered to front porch.,2025-01-30 02:29:00.419819
SHIP10162,ORD8744,USPS,2896657238365,Delivered,Delivered to front porch.,2025-01-25 04:46:05.192692
SHIP10163,ORD8745,USPS,8407433258329,Delivered,Delivered to front porch.,2025-01-30 08:23:01.520023
SHIP10164,ORD8746,USPS,7751464001388,Delivered,Delivered to front porch.,2025-02-01 09:53:09.670857
SHIP10165,ORD8747,FedEx,9703463908227,Delivered,Delivered to front porch.,2025-01-31 12:41:22.107133
SHIP10166,ORD8748,UPS,5240874899842,Delayed,Vehicle breakdown,2025-02-08 15:06:41.332301
SHIP10167,ORD8749,USPS,5530944043528,Delivered,Delivered to front porch.,2025-01-28 21:13:13.055533
SHIP10168,ORD8750,DHL,7197725715319,Delayed,Vehicle breakdown,2025-02-05 17:22:38.117745
SHIP10169,ORD8751,UPS,8258817275919,Delayed,Vehicle breakdown,2025-02-04 03:19:25.608779
SHIP10170,ORD8752,FedEx,6048315513956,Delivered,Delivered to front porch.,2025-01-31 05:40:43.382008
SHIP10171,ORD8753,USPS,1719953904417,Delayed,Weather event in transit region,2025-02-05 20:55:58.259044
SHIP10172,ORD8755,DHL,7864893081194,Delivered,Delivered to front porch.,2025-01-26 22:36:43.265581
SHIP10173,ORD8756,USPS,2093645153345,Delivered,Delivered to front porch.,2025-01-30 22:31:02.806139
SHIP10174,ORD8758,DHL,8826096602032,Delivered,Delivered to front porch.,2025-02-01 06:13:01.453784
SHIP10175,ORD8759,DHL,2678849677332,Delivered,Delivered to front porch.,2025-01-27 02:57:53.397377
SHIP10176,ORD8760,FedEx,1506240367853,Delivered,Delivered to front porch.,2025-01-25 00:01:28.883552
SHIP10177,ORD8761,DHL,7791061131873,Delivered,Delivered to front porch.,2025-01-26 16:30:39.949035
SHIP10178,ORD8762,USPS,4257386585614,Delivered,Delivered to front porch.,2025-01-28 18:33:47.822318
SHIP10179,ORD8763,FedEx,8012474823827,Delayed,Weather event in transit region,2025-02-02 17:54:23.336616
SHIP10180,ORD8764,FedEx,0984003261012,Delivered,Delivered to front porch.,2025-01-25 20:57:00.722525
SHIP10181,ORD8765,DHL,7230051038803,Delivered,Delivered to front porch.,2025-01-31 02:49:19.194579
SHIP10182,ORD8768,FedEx,0123719632154,Delivered,Delivered to front porch.,2025-01-29 22:01:12.955585
SHIP10183,ORD8769,DHL,3365405908687,Delivered,Delivered to front porch.,2025-02-01 20:17:16.728863
SHIP10184,ORD8770,DHL,7840988955403,Delivered,Delivered to front porch.,2025-01-30 15:05:50.318667
SHIP10185,ORD8771,DHL,6093816943009,Delivered,Delivered to front porch.,2025-01-27 09:43:03.339532
SHIP10186,ORD8772,UPS,1177776176327,Delivered,Delivered to front porch.,2025-02-01 03:49:18.533251
SHIP10187,ORD8773,UPS,4826328247998,Delivered,Delivered to front porch.,2025-02-02 16:51:48.198041
SHIP10188,ORD8774,DHL,3991927403838,Delivered,Delivered to front porch.,2025-01-30 03:15:02.532631
SHIP10189,ORD8775,USPS,9719490699007,Delayed,Vehicle breakdown,2025-02-03 19:57:56.171827
SHIP10190,ORD8776,FedEx,5309674606828,Delivered,Delivered to front porch.,2025-01-26 12:49:47.087527
SHIP10191,ORD8777,FedEx,6969497230359,Delivered,Delivered to front porch.,2025-01-29 06:00:12.650392
SHIP10192,ORD8778,FedEx,9300011221809,Delivered,Delivered to front porch.,2025-02-03 18:27:22.691359
SHIP10193,ORD8779,UPS,9721745274211,Delivered,Delivered to front porch.,2025-02-02 07:06:40.441869
SHIP10194,ORD8781,FedEx,5130841060880,Delayed,Vehicle breakdown,2025-02-09 18:35:04.389069
SHIP10195,ORD8782,FedEx,6416387740745,Delivered,Delivered to front porch.,2025-02-03 07:37:58.255367
SHIP10196,ORD8783,USPS,5609901896528,Delivered,Delivered to front porch.,2025-01-29 19:17:19.832125
SHIP10197,ORD8784,DHL,5631529606098,Delivered,Delivered to front porch.,2025-01-30 17:47:43.203636
SHIP10198,ORD8785,UPS,8471546622445,Delivered,Delivered to front porch.,2025-02-01 12:31:28.300456
SHIP10199,ORD8786,USPS,9477021580230,Delivered,Delivered to front porch.,2025-01-29 08:48:00.934240
SHIP10200,ORD8787,USPS,0294582340733,Delivered,Delivered to front porch.,2025-01-29 09:42:01.018427
SHIP10201,ORD8788,FedEx,8001016490030,Delayed,Vehicle breakdown,2025-02-01 17:16:22.215260
SHIP10202,ORD8789,USPS,8984327106367,Delayed,Vehicle breakdown,2025-02-10 21:14:34.368829
SHIP10203,ORD8790,FedEx,9127995558062,Delivered,Delivered to front porch.,2025-01-30 06:13:30.941174
SHIP10204,ORD8793,DHL,7577732558527,Delayed,Logistics issue at sorting hub,2025-02-02 01:43:02.680689
SHIP10205,ORD8794,DHL,4646361926809,Delivered,Delivered to front porch.,2025-02-01 15:33:32.689161
SHIP10206,ORD8795,FedEx,8818203684253,Delivered,Delivered to front porch.,2025-01-28 06:03:49.261193
SHIP10207,ORD8796,DHL,9215332421022,Delivered,Delivered to front porch.,2025-01-28 21:26:12.404044
SHIP10208,ORD8797,DHL,4609810362139,Delivered,Delivered to front porch.,2025-02-01 16:57:36.170386
SHIP10209,ORD8798,DHL,8953588878474,Delivered,Delivered to front porch.,2025-02-01 22:05:56.526006
SHIP10210,ORD8799,USPS,8232984406635,Delivered,Delivered to front porch.,2025-01-28 09:34:33.635992
SHIP10211,ORD8800,UPS,8353664976412,Delivered,Delivered to front porch.,2025-02-03 05:58:46.412098
SHIP10212,ORD8801,USPS,0984683029223,Delayed,Weather event in transit region,2025-01-31 16:58:48.173631
SHIP10213,ORD8802,DHL,7721336052695,Delivered,Delivered to front porch.,2025-02-01 20:41:10.073323
SHIP10214,ORD8803,USPS,5735403434453,Delivered,Delivered to front porch.,2025-01-29 17:40:30.707880
SHIP10215,ORD8804,FedEx,3434824609557,Delivered,Delivered to front porch.,2025-02-03 23:20:02.996068
SHIP10216,ORD8805,USPS,3437389735426,Delivered,Delivered to front porch.,2025-02-03 16:42:24.219567
SHIP10217,ORD8806,USPS,4139995762290,Delayed,Logistics issue at sorting hub,2025-02-07 08:22:50.437068
SHIP10218,ORD8807,UPS,8155626967540,Delayed,Vehicle breakdown,2025-02-10 06:57:17.655083
SHIP10219,ORD8808,DHL,0007416039617,Delayed,Logistics issue at sorting hub,2025-02-09 09:52:05.542392
SHIP10220,ORD8809,UPS,8379781158166,Delayed,Vehicle breakdown,2025-02-07 02:16:06.316594
SHIP10221,ORD8810,USPS,0716365057817,Delivered,Delivered to front porch.,2025-02-01 20:56:24.351693
SHIP10222,ORD8812,FedEx,4559410740762,Delivered,Delivered to front porch.,2025-02-02 13:08:45.629296
SHIP10223,ORD8813,DHL,0762510724035,Delivered,Delivered to front porch.,2025-01-30 04:22:19.644149
SHIP10224,ORD8814,DHL,4634145321810,Delivered,Delivered to front porch.,2025-01-30 05:22:04.000977
SHIP10225,ORD8815,USPS,8085623774103,Delivered,Delivered to front porch.,2025-01-30 09:09:25.481651
SHIP10226,ORD8818,DHL,8298749249121,Delayed,Weather event in transit region,2025-02-13 12:51:24.142513
SHIP10227,ORD8819,UPS,2227301439430,Delayed,Logistics issue at sorting hub,2025-02-10 22:56:58.825991
SHIP10228,ORD8820,UPS,0679012980510,Delayed,Vehicle breakdown,2025-02-07 09:28:01.137771
SHIP10229,ORD8821,DHL,3694832517187,Delivered,Delivered to front porch.,2025-02-01 20:11:09.862323
SHIP10230,ORD8822,UPS,0475011385666,Delivered,Delivered to front porch.,2025-02-04 10:26:45.725047
SHIP10231,ORD8823,USPS,2015318909035,Delivered,Delivered to front porch.,2025-02-02 08:35:28.913069
SHIP10232,ORD8824,DHL,2638229500384,Delivered,Delivered to front porch.,2025-02-01 19:29:28.100224
SHIP10233,ORD8827,UPS,5735480203782,Delivered,Delivered to front porch.,2025-02-05 05:29:54.893677
SHIP10234,ORD8828,DHL,5909278989497,Delivered,Delivered to front porch.,2025-02-02 16:48:41.752920
SHIP10235,ORD8830,USPS,0434897751934,Delivered,Delivered to front porch.,2025-01-31 20:39:23.145912
SHIP10236,ORD8831,UPS,7171571117503,Delivered,Delivered to front porch.,2025-02-02 23:24:28.914073
SHIP10237,ORD8832,FedEx,7959934237781,Delivered,Delivered to front porch.,2025-02-03 01:30:57.267735
SHIP10238,ORD8833,DHL,1222486844834,Delivered,Delivered to front porch.,2025-02-04 11:52:42.758953
SHIP10239,ORD8834,DHL,3353938718248,Delivered,Delivered to front porch.,2025-02-01 06:04:04.203197
SHIP10240,ORD8835,USPS,8596862377227,Delivered,Delivered to front porch.,2025-01-30 16:20:46.829492
SHIP10241,ORD8836,DHL,5029369741480,Delivered,Delivered to front porch.,2025-01-31 10:02:13.573581
SHIP10242,ORD8837,FedEx,2574402698694,Delivered,Delivered to front porch.,2025-02-04 03:06:25.246753
SHIP10243,ORD8838,USPS,5085677780474,Delivered,Delivered to front porch.,2025-02-04 01:58:45.054566
SHIP10244,ORD8840,FedEx,7986143000035,Delivered,Delivered to front porch.,2025-01-30 05:16:26.575866
SHIP10245,ORD8841,UPS,1494269937075,Delivered,Delivered to front porch.,2025-02-06 01:05:45.013390
SHIP10246,ORD8842,USPS,8654375161099,Delivered,Delivered to front porch.,2025-02-02 13:27:36.457747
SHIP10247,ORD8843,FedEx,0543746923412,Delivered,Delivered to front porch.,2025-02-02 22:14:12.144474
SHIP10248,ORD8844,FedEx,3526091867911,Delivered,Delivered to front porch.,2025-02-06 00:38:50.946754
SHIP10249,ORD8845,DHL,5552779312600,Delivered,Delivered to front porch.,2025-02-07 10:59:50.268955
SHIP10250,ORD8846,UPS,3581549910144,Delivered,Delivered to front porch.,2025-02-05 20:52:32.904030
SHIP10251,ORD8847,DHL,2532416379336,Delivered,Delivered to front porch.,2025-02-06 06:12:28.969597
SHIP10252,ORD8850,UPS,5449691974699,Delivered,Delivered to front porch.,2025-02-02 16:18:54.993521
SHIP10253,ORD8851,USPS,1167616428938,Delivered,Delivered to front porch.,2025-02-03 18:17:30.636527
SHIP10254,ORD8852,UPS,5631304646868,Delivered,Delivered to front porch.,2025-02-03 18:07:00.728813
SHIP10255,ORD8853,USPS,2594909600150,Delivered,Delivered to front porch.,2025-02-05 14:31:02.380087
SHIP10256,ORD8854,DHL,0756942291838,Delivered,Delivered to front porch.,2025-01-31 00:15:30.868684
SHIP10257,ORD8855,USPS,8502889661492,Delivered,Delivered to front porch.,2025-02-04 10:57:00.570008
SHIP10258,ORD8856,DHL,4238628084942,Delivered,Delivered to front porch.,2025-02-01 07:04:42.586571
SHIP10259,ORD8857,DHL,2322701257957,Delivered,Delivered to front porch.,2025-02-01 18:21:05.747916
SHIP10260,ORD8858,DHL,2733783891562,Delayed,Weather event in transit region,2025-02-08 18:07:58.172056
SHIP10261,ORD8859,FedEx,2036253673140,Delivered,Delivered to front porch.,2025-02-02 06:08:41.774551
SHIP10262,ORD8860,USPS,8867543990081,Delivered,Delivered to front porch.,2025-02-04 10:30:02.917135
SHIP10263,ORD8861,UPS,9506908276352,Delivered,Delivered to front porch.,2025-01-30 13:56:30.468706
SHIP10264,ORD8862,DHL,7254062285179,Delivered,Delivered to front porch.,2025-02-01 14:10:39.735962
SHIP10265,ORD8863,USPS,5499453272150,Delivered,Delivered to front porch.,2025-02-03 05:09:04.878278
SHIP10266,ORD8864,USPS,2413544636624,Delivered,Delivered to front porch.,2025-01-29 13:54:22.877705
SHIP10267,ORD8865,DHL,8889932157103,Delivered,Delivered to front porch.,2025-02-06 05:47:26.394922
SHIP10268,ORD8866,USPS,9230892643073,Delivered,Delivered to front porch.,2025-02-05 23:17:19.792022
SHIP10269,ORD8867,UPS,6644225103432,Delivered,Delivered to front porch.,2025-01-31 01:53:18.475966
SHIP10270,ORD8868,USPS,1519140820076,Delivered,Delivered to front porch.,2025-02-04 23:14:46.712312
SHIP10271,ORD8869,UPS,0543685442111,Delivered,Delivered to front porch.,2025-02-01 16:55:33.092630
SHIP10272,ORD8870,FedEx,9953542087170,Delayed,Weather event in transit region,2025-02-11 09:37:44.990984
SHIP10273,ORD8871,USPS,1843736522182,Delivered,Delivered to front porch.,2025-01-31 00:54:20.579820
SHIP10274,ORD8872,FedEx,8728515467294,Delivered,Delivered to front porch.,2025-02-04 15:27:56.584080
SHIP10275,ORD8875,DHL,9770732479603,Delivered,Delivered to front porch.,2025-02-05 03:15:10.915808
SHIP10276,ORD8876,UPS,6244204679288,Delivered,Delivered to front porch.,2025-02-05 17:29:16.675622
SHIP10277,ORD8877,DHL,3365579101143,Delivered,Delivered to front porch.,2025-01-31 04:45:06.363668
